code;ENGLISH.;FRENCH;GERMAN;POLISH;SPANISH;ITALIAN;SWEDISH;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;x
signals_intelligence_desc;Description goes here.;;;;;;;;;;;;;x
silk_waste_spinning;Silk Waste Spinning;;;;;;;;;;;;;x
silk_waste_spinning_desc;This was a cumulative set of processes developed throughout the 19th century to process previously unusable silk. Sources of waste silk included the gummy silk fibres left over the predominant Silk Throwing Process and from the cocoons of the mulberry worms themselves. Previously this ‘waste silk’ had accounted for nearly 50% of raw silk production, and now it could be utilized too.;;;;;;;;;;;;;x
silver_standard;Silver Standard;Étalon argent;Silberstandard;;;;;;;;;;;x
silver_standard_desc;This meant a currency system based on silver. Money was cheaper to produce by the government which meant that it was rarely any lack of money in the country. The problem was though that the silver prices had a tendency to be dominated by gold prices which meant that foreign trade was often suffering.;;Dies bedeutete, dass ein Währungssystem auf Silber basierte. Geld war von Regierungen einfacher herzustellen, was gleichbedeutend damit war, dass es im Land kaum an Geld fehlte. Das Problem war jedoch, dass der Silberpreis dazu tendierte, vom Goldpreis dominiert zu werden. Darunter hatte der Außenhandel oft zu leiden.;;;;;;;;;;;x
skyscrapers;Skyscraper Architecture;;;;;;;;;;;;;x
skyscrapers_desc;Modern skyscrapers are built with steel or reinforced concrete frameworks and curtain walls of glass or polished stone. They utilize mechanical equipment such as water pumps and elevators. Until the 19th century, buildings of over six storeys were rare, as having great numbers of stairs to climb was impractical for inhabitants, and water pressure was usually insufficient to supply running water above 50 m. Most early skyscrapers emerged in the land-strapped areas of Chicago, London, and New York toward the end of the 19th century. A land boom in Melbourne, Australia between 1888-1891 spurred the creation of a significant number of early skyscrapers, though none of these were steel reinforced and few remain today.;;;;;;;;;;;;;x
slums;Slums;;;;;;;;;;;;;x
slums_desc;The influx of people from rural areas to the cities has led to a burgeoning growth in the urban poor, as well as the rapid expansion of poor areas which have come to be known as ‘slums. These are areas plagued by crime and avoided by the wealthy, and ultimately have placed a cap on just how quickly these cities can grow before they become impossible to manage.;;;;;;;;;;;;;x
small_arms_production;Small Arms Production;Production d'armes légères;Handfeuerwaffenproduktion;;;;;;;;;;;x
small_arms_production_desc;With the inventions of breech loaded rifles, mechanized rifle drilling, semi-automatics, and other technical improvements in weapons design, the industrial output of small arms was vastly increased during the 19th century.;Grâce à des inventions comme le fusil chargé par la culasse ou le semi-automatique, la production industrielle d'armes légères a considérablement augmenté au cours du XIXe siècle.;Während des neunzehnten Jahrhunderts erhöhte sich die industrielle Herstellung von Handfeuerwaffen durch die Erfindung von Hinterladern, mechanisierter Waffenlauffertigung, halbautomatischen Waffen und anderen technischen Neuerungen stark.;;;;;;;;;;;x
small_families;Small Families;;;;;;;;;;;;;x
small_families_desc;Our people are currently focused on improving their lives and the lives of their families, no longer worried as they once were of high mortality. The average family is now considered to be much smaller than it once was, and large numbers of children are no longer encouraged or considered the norm.;;;;;;;;;;;;;x
small_scale_riflemaking;Small Scale Rifle-smithing;;;;;;;;;;;;;x
small_scale_riflemaking_desc;Expanding on our experience in matters of war we can improve output in making arms.;;;;;;;;;;;;;x
smallpox;Smallpox Outbreak;;;;;;;;;;;;;x
smallpox_desc;Smallpox is currently ravaging the people in this province.;;;;;;;;;;;;;x
smog;Smog;;;;;;;;;;;;;x
smog_desc;The rapid spread of industry and coal-burning fuels has led to the presence of ‘smog’ in many cities, a combination of smoke and fog which leads to unsanitary urban conditions and many health complications.;;;;;;;;;;;;;x
social_alienation;Social Alienation;;;;;;;;;;;;;x
social_alienation_desc;Social Alienation;;;;;;;;;;;;;x
social_anthropology;Social Anthropology;;;;;;;;;;;;;x
social_anthropology_desc;Social Anthropology is the social science that studies the origins and social relationships of human beings.;;;;;;;;;;;;;x
social_conscience;Social Conscience;Conscience sociale;Soziales Gewissen;;;;;;;;;;;x
social_conscience_desc;Social Conscience is motivation deriving logically from ethical or moral principles that govern a society as well as individuals’ thoughts and actions.;La conscience sociale est la motivation découlant logiquement de principes éthiques ou moraux qui gouvernent la société, mais aussi les pensées et les actions de l'individu.;Soziales Gewissen ist die logisch von ethischen oder moralischen Prinzipien abgeleitete Motivation, die Gesellschaften sowie die Gedanken und Handlungen von Individuen leitet.;;;;;;;;;;;x
social_darwinism;Social Darwinism;;;;;;;;;;;;;x
social_darwinism_desc;Social darwinism is a theory in sociology that says that individuals or groups achieve advantage over others as the result of genetic or biological superiority;;;;;;;;;;;;;x
social_engineering;Social Engineering;;;;;;;;;;;;;x
social_engineering_desc;Social engineering is a discipline in social science that refers to efforts to influence popular attitudes and social behaviours on a large scale, whether by governments or private groups. In the political arena, the counterpart of social engineering is political engineering. Virtually all law and governance have the effect of seeking to change behaviour and could be considered ‘social engineering’ to some extent. Governments also influence behaviour more subtly through incentives and disincentives built into economic policy and tax policy, for instance, and have done so for centuries.;;;;;;;;;;;;;x
social_justice;Social Justice;Justice sociale;Soziale Gerechtigkeit;;;;;;;;;;;x
social_justice_desc;Social justice is about preventing human rights abuses and ensuring adherence to international law.;La justice sociale consiste à empêcher les droits de l'homme d'être bafoués et à s'assurer de l'application du droit international.;Soziale Gerechtigkeit dreht sich um die Verhinderung von Menschenrechtsverletzungen und die Gewährleistung der Entsprechung internationaler Gesetze.;;;;;;;;;;;x
social_liberal_focus;Party loyalty towards social liberal;;;;;;;;;;;;;x
social_psychology;Social Psychology;;;;;;;;;;;;;x
social_psychology_desc;Social Psychology is the scientific study of how we think about, influence and relate to one another.;;;;;;;;;;;;;x
social_science;Social Science;;;;;;;;;;;;;x
social_science_desc;Social Science;;;;;;;;;;;;;x
socialist_realism;Socialist Realism;Réalisme socialiste;Sozialistischer Realismus;;;;;;;;;;;x
socialist_realism_desc;The growing split between elite and popular forms of cultural production in the early twentieth century would merge with the rise of new anti-liberal political ideologies to result in a backlash against the cultural avant-garde by the growing power of the State in the name of ‘the people.’ In both fascist and communist regimes, a new artistic ethos would develop that encouraged production that the masses could not only understand but encourage the installation of the values that these regimes wished to instil upon the societies they governed. For the cultural elite, a stark choice was offered, either accept the limits of creativity imposed by the State in one’s work or face the retribution of the State for challenging its authority. In communist regimes this new artistic ethos came to be known as Socialist Realism, but fascist regimes had their own analogous stylistic ethos which was imposed from above;;Die wachsende Kluft Anfang des zwanzigsten Jahrhunderts zwischen elitistischen und populären Kulturformen schloss sich mit dem Aufkommen neuer anti-liberale Politideologien, um als Gegenreaktion im Namen des Volkes gegen die kulturelle Avantgarde der wachsenden Staatsmacht zu fungieren. Sowohl in faschistischen als auch in kommunistischen Regimes entstanden so neue künstlerische Werte, die Werke hervorbrachten, die die Massen nicht nur verstehen konnten, sondern sie zur gesellschaftlichen Übernahme der dargestellten Werte ermutigte. Die kulturelle Elite wurde vor eine harte Wahl gestellt: Entweder die staatlich verordneten Kreativitätsbeschränkungen der eigenen Arbeit akzeptieren oder der Vergeltung des Staats für die Herausforderung seiner Autorität ins Auge sehe. In kommunistischen Regimes wurden diese neuen künstlerischen Werte als sozialistischer Realismus bekannt. Faschistische Regimes hatten vergleichbare, staatlich auferlegte stilistische Werte.;;;;;;;;;;;x
societal_status;Societal Status;Statut social;Gesellschaftlicher Status;;;;;;;;;;;x
societal_status_desc;At this time the professionalization of the officer corps and the fact the majority of it consisted of middle-class men rather than gentry increased its societal status.;La professionnalisation et le fait que les officiers provenaient majoritairement des classes moyennes et plus de la noblesse ont amélioré le statut social des officiers.;Zu diesem Zeitpunkt erhöhte die Professionalisierung des Offizierskorps und die Tatsache, dass die Mehrheit seiner Angehörigen aus der Mittelklasse stammte, den gesellschaftlichen Status der Offiziere.;;;;;;;;;;;x
sociology;Sociology;;;;;;;;;;;;;x
sociology_desc;Sociology is the science of society, social institutions and social relationship. It attempts to recreate the effect of certain actions on societies.;;;;;;;;;;;;;x
soren_kierkegaard;Søren Kierkegaard;;;;;;;;;;;;;x
soren_kierkegaard_desc;Søren Kierkegaard was a Danish philosopher, theologian and religious author interested in human psychology. He strongly criticized many modern philosophers and the Christianity of the State Church versus the Free Church. Much of his philosophical work deals with the issues of how one lives as a ‘single individual’, giving priority to concrete human reality over abstract thinking, and highlighting the importance of personal choice and commitment.;;;;;;;;;;;;;x
spearhead_doctrine;Spearhead Doctrine;;;;;;;;;;;;;x
spearhead_doctrine_desc;The increasing mobility of our armed forces means the development of a ‘spearhead’ manoeuvre which allows us to thrust our forces past the enemy’s front lines, allowing them to flank and surround enemy forces before they’re even aware what’s happened. This is the future of armed combat.;;;;;;;;;;;;;x
speedy_maneuvering_tactic;Speedy Manoeuvring Tactic;Tactique des manœuvres rapides;Schnellmanövertaktik;;;;;;;;;;;x
speedy_maneuvering_tactic_desc;This tactic meant using speed to manoeuvre into firing position at a point where the enemy hard time to hit the ship, and also to make a breaking manoeuvre at an optimal time.;Cette tactique consistait à exploiter la vitesse pour rejoindre une position de tir où l'ennemi ne pouvait tirer sans manœuvrer et à effectuer ensuite une manœuvre évasive très rapide.;Diese Taktik bezog sich darauf, sich mit hoher Geschwindigkeit in Feuerreichweite auf eine günstige Position zu begeben, um sich dann zum optimalen Zeitpunkt wieder vom Feind abzusetzen.;;;;;;;;;;;x
spinning_jenny;Spinning Jenny;;;;;;;;;;;;;x
spinning_jenny_desc;The spinning jenny is a multi-tool spinning frame. The device reduced the amount of work needed to produce yarn, with a worker able to work eight or more spools at once. It advanced the efficiency of the textile industry a great deal, and was one of the driving forces behind the Industrial Revolution in many textile-based countries.;;;;;;;;;;;;;x
spirit_of_freedom;The Spirit of Freedom;;;;;;;;;;;;;x
spirit_of_freedom_desc;For some cultures, the notion of democracy and individual freedom is rooted in their very psyche.;;;;;;;;;;;;;x
square_set_timbering;Square-Set Timbering;;;;;;;;;;;;;x
square_set_timbering_desc;Square-set timbering is a system invented by a German named Philip Deidesheimer that uses heavy timber ‘cubes’ as supports for underground mining tunnels and shafts, that enabled skilled miners to open three-dimensional cavities of any size. In large openings, the cubes can be filled with waste rock, creating a solid pillar of wood and rock from floor to roof (‘back’ in miner’s terminology). The system, which was inspired by the structure of honeycombs, enabled mining of the large silver orebodies of the Comstock Lode, which were in very weak rock—in miner’s terms, ‘heavy ground’. Deidesheimer refused to patent the innovation, which was easily the most important mining innovation of 1860.;;;;;;;;;;;;;x
staff_command_support;Staff Command Support;Soutien d'état-major;Kommandostabsunterstützung;;;;;;;;;;;x
staff_command_support_desc;The introduction of working staffs at lower echelon units was a spin off from having an effective and functional General Staff. Soon all units had staffs that supported their leaders.;L'efficacité de l'état-major aux échelons élevés a entraîné son introduction aux échelons inférieurs. Tous les commandants d'unité ont rapidement disposé d'un état-major.;Die Einführung von Stäben in niederrangigen Einheiten war ein Nebeneffekt der Arbeit eines effizienten und funktionalen Generalstabs. Schon bald hatten alle Einheiten Stäbe, die ihre Anführer unterstützten.;;;;;;;;;;;x
stainless_steel;Stainless Steel;Acier inoxydable;Edelstahl;;;;;;;;;;;x
stainless_steel_desc;The new metals discovered by using electric furnace included chromium. Chromium mixed in steel forms a protective layer of chromium oxide on the surface of the steel protecting it from corrosion. A lot more scratching was required to enable rusting compared to painted normal steel. Stainless steel was soon used in most tools, pieces of equipment and weaponry.;;Zu den neuen Metallen, die durch den Einsatz von Elektroöfen entdeckt wurden, gehörte Chrom. Wenn Chrom bei der Stahlherstellung eingesetzt wird, bildet es auf der Oberfläche des Stahls eine Schutzschicht aus Chromoxid und schützt ihn so vor Korrosion. Im Vergleich zu normalem Stahl waren weitaus mehr Kratzer notwendig, um Edelstahl zur Korrosion zu bringen. Schon bald wurde er für die meisten Werkzeuge, Ausrüstungsstücke und Waffen verwendet.;;;;;;;;;;;x
standard_bolt_action_rifle_armament;Standard Bolt-Action Rifle Armament;;;;;;;;;;;;;x
standard_bolt_action_rifle_armament_desc;It takes a great deal of time for upgrades to existing firearms to become standard throughout a nation’s armed forces, but by this time bolt-action rifles are in use by our entire army.;;;;;;;;;;;;;x
standard_breech_loaded_rifle_armament;Standard Breech-Loaded Rifle Armament;;;;;;;;;;;;;x
standard_breech_loaded_rifle_armament_desc;It takes a great deal of time for upgrades to existing firearms to become standard throughout a nation’s armed forces, but by this time breech-loaded rifles are in use by our entire army.;;;;;;;;;;;;;x
standard_flintlock_rifle_armament;Standard Flintlock Rifle Armament;;;;;;;;;;;;;x
standard_flintlock_rifle_armament_desc;It takes a great deal of time for upgrades to existing firearms to become standard throughout a nation’s armed forces, but by this time flintlock rifles are in use by our entire army.;;;;;;;;;;;;;x
standard_muzzle_loaded_rifle_armament;Standard Muzzle-Loaded Rifle Armament;;;;;;;;;;;;;x
standard_muzzle_loaded_rifle_armament_desc;It takes a great deal of time for upgrades to existing firearms to become standard throughout a nation’s armed forces, but by this time muzzle-loaded rifles are in use by our entire army.;;;;;;;;;;;;;x
standard_raider_group_doctrine;Standard Raider Group Doctrine;Doctrine standard de course;Standard-Kapergruppendoktrin;;;;;;;;;;;x
standard_raider_group_doctrine_desc;This doctrine enabled groups of ships to hunt and destroy in the sea-lanes.;Cette doctrine permettait à des groupes de navires de chasser et couler des bateaux sur les routes maritimes.;Diese Doktrin ermöglichte es Schiffskampfgruppen, andere Schiffe auf den Seestraßen zu jagen und zu versenken.;;;;;;;;;;;x
stanley_jevons;Stanley Jevons;;;;;;;;;;;;;x
stanley_jevons_desc;The impact of Jevons on economics can hardly be exaggerated.  As the father of Neoclassical economics, his legacy is secure.  However, in some ways, he stopped short of the mark.  Jevons could have gone further by connecting his insights in pure exchange into a wider theory incorporating production, capital, money and the business cycle in a more systematic and consistent manner that would have knocked the Ricardian School completely out of the picture.  Had he not died so young, Jevons might yet have done so, but the next economics treatise he was working on (published posthumously in 1905), did not really seem to go in that ambitious direction.  As such, by the time of his death, the Marginalist Revolution was still in its insurrectionist phase.  It was still a tentative proposition rather than a firmly-set and integrated system, a scientific hypothesis but not quite yet a science. It should be noted that Jevons made maybe as much for the subject of Logics as for economics, which is quiet a feat.;;;;;;;;;;;;;x
state_bond_monetary_mechanism;State Bond Monetary Mechanism;Mécanisme monétaire d'emprunts d'État;Staatsanleihen-Währungssystem;;;;;;;;;;;x
state_bond_monetary_mechanism_desc;By a regulating a sound state bond system the government could lend money internally and get control of currency flows. This was one important measure to get a stable monetary system.;En instaurant un système d'emprunts d'État, le gouvernement a pu prêter de l'argent et contrôler les flux monétaires. Cette mesure a fortement stabilisé le système monétaire.;Durch die Regulierung eines stimmigen Staatsanleihen-Währungssystems konnte Geld national geliehen und Währungsschwankungen unter Kontrolle gebracht werden. Dies war eine wichtige Maßnahme zur Etablierung eines stabilen Währungssystems.;;;;;;;;;;;x
state_education;State Education;;;;;;;;;;;;;x
state_education_desc;A number of state-run educational facilities have appeared, increasing not only our ability to educate the people but also increasing the number of loyal citizens in the next generation.;;;;;;;;;;;;;x
state_n_government;State & Government;État et Gouvernement;Staat & Regierung;;;;;;;;;;;x
state_n_government_desc;State & Government;État et Gouvernement;Staat & Regierung;;;;;;;;;;;x
steam_auxiliaries;Steam Auxiliaries;;;;;;;;;;;;;x
steam_auxiliaries_desc;The first steam ships in the navies of the 19th Century were not warships but tugs, dredgers and despatch ships. By freeing sailing ships from constraints of tide and wind, these auxiliary ships make our fleets faster and more flexible.;;;;;;;;;;;;;x
steam_powered_silk_reels;Steam-Powered Silk-Reels;;;;;;;;;;;;;x
steam_powered_silk_reels_desc;Silk reeling is the process by which a number of cocoon baves are reeled together to produce a single thread. This is achieved by unwinding filaments collectively from a group of cooked cocoons at one end in a warm water bath and winding the resultant thread onto a fast-moving reel. By mechanizing the process, we could increase our silk-reeling efficiency.;;;;;;;;;;;;;x
steam_shovel;Steam Shovel;;;;;;;;;;;;;x
steam_shovel_desc;The steam shovel was the first powered excavating machine. Willia Otis patented an original design in 1839. Early steam shovels were ‘partial-swing,’ meaning the boom and winch could not rotate a full 360 degrees. Steam shovels became more widespread in the last half of the nineteenth century with the development of steel cables and a full-swing design. Steam shovels operated on railways until the invention of caterpillar tracks, and were heavily involved in the development of large-scale, open-pit mining. 102 steam shovels were employed to excavate the Panama Canal.;;;;;;;;;;;;;x
steam_turbine;Steam Turbine;Turbine à vapeur;Dampfturbine;;;;;;;;;;;x
steam_turbine_desc;Steam Turbine;Turbine à vapeur;Dampfturbine;;;;;;;;;;;x
steam_turbine_ships;Steam Turbine Ships;Bateaux à turbine à vapeur;Dampfturbinenschiffe;;;;;;;;;;;x
steam_turbine_ships_desc;Steam Turbine Ships;Bateaux à turbine à vapeur;Dampfturbinenschiffe;;;;;;;;;;;x
steam_water_pumps;Steam Water Pumps;;;;;;;;;;;;;x
steam_water_pumps_desc;Using boiling water to produce mechanical motion goes back over 2000 years, but early devices were not practical. The Spanish inventor Jerónimo de Ayanz y Beaumont patented in 1606 the first steam engine. In 1698 Thomas Savery patented a steam pump that used steam in direct contact with the water being pumped. Savery’s steam pump used condensing steam to create a vacuum and draw water into a chamber, and then applied pressurized steam to further pump the water. Thomas Newcomen’s atmospheric engine was the first commercial true steam engine using a piston and was used in 1712 for pumping in a mine.;;;;;;;;;;;;;x
steamer_automatic_construction_plants;Steamer Automatic Construction Plants;Usines automatiques de construction de steamers;Automatisierte Dampfschiffwerften;;;;;;;;;;;x
steamer_automatic_construction_plants_desc;These huge plants had movable machines that travelled between each dock adding its part to the hull of the future steamer.;Ces usines géantes comportaient des machines mobiles qui se déplaçaient d'un bassin à l'autre pour réaliser les coques des steamers en construction.;In diesen riesigen Werften kamen mobile Maschinen zum Einsatz, die sich von Dock zu Dock bewegten und dort einen weiteren Rumpfteil der im Bau befindlichen Dampfschiffe hinzufügten.;;;;;;;;;;;x
steamer_shipyard_construction;Steamer Shipyards;;;;;;;;;;;;;x
steamer_shipyard_construction_desc;Building steam ships is no easy task, thus we need to first design a shipyard of the appropriate size to begin construction.;;;;;;;;;;;;;x
steamer_shipyards;Steamer Shipyards;;;;;;;;;;;;;x
steamer_shipyards_desc;The construction of shipyards capable of producing steamships is now within the realm of possibility.;;;;;;;;;;;;;x
steamer_transports;Steamer Transports;Transports à vapeur;Dampf-Transporter;;;;;;;;;;;x
steamer_transports_desc;Steamer Transports are the replacement for clipper transports. They replaced the traditional sails with steam propulsion and therefore had much greater speed and reliability.;Les transports à vapeur remplacent les voiliers de transport. Ils n'utilisent plus de voiles mais des moteurs à vapeur, et sont donc plus rapides et plus fiables.;Dampf-Transporter sind der Ersatz für Klipper-Transporter. Sie ersetzten die traditionellen Segel durch Dampfantrieb und waren daher schneller und zuverlässiger.;;;;;;;;;;;x
steamers;Steamers;Steamers;Dampfschiffe;;;;;;;;;;;x
steamers_desc;Steamers;Steamers;Dampfschiffe;;;;;;;;;;;x
steel_alloys;Steel Alloys;Alliages d'acier;Metalllegierungen;;;;;;;;;;;x
steel_alloys_desc;This meant adding small amounts of other metals to the iron during the steel-making process. The effect was that it was now possible to tailor the attributes of the metal and make different kind of steel for different kinds of uses.;On ajoutait au fer des petites quantités de différents métaux lors du processus de fabrication de l'acier. On a ainsi pu modifier les différentes caractéristiques du métal et fabriquer des types d'acier adaptés aux différentes utilisations.;Dies bedeutete, dass dem Eisen während der Stahlproduktion kleine Mengen anderer Metalle hinzugefügt wurden. Als Konsequenz daraus wurde es möglich, die Attribute von Metall zu verändern und so verschiedene Stahlsorten für bestimmte Zwecke herzustellen.;;;;;;;;;;;x
steel_breech_loaded_artillery;Steel Breech-loaded Artillery;Artillerie en acier à culasse;Hinterladergeschütz, Eisen;;;;;;;;;;;x
steel_breech_loaded_artillery_desc;Steel Breech-loaded Artillery;Artillerie en acier à culasse;Hinterladergeschütz, Eisen;;;;;;;;;;;x
steel_railroad;Steel Railroad;Rails en acier;Eisenbahn;;;;;;;;;;;x
steel_railroad_desc;Steel Railroad;Rails en acier;Eisenbahn;;;;;;;;;;;x
steel_small_arms_production;Steel Small Arms Production;;;;;;;;;;;;;x
steel_small_arms_production_desc;We have developed means of producing new firearms. These should be communicated to our factories, so they may be mass-produced.;;;;;;;;;;;;;x
steel_steamers;Steel Steamers;Steamers en acier;Stahldampfer;;;;;;;;;;;x
steel_steamers_desc;Steel Steamers;Steamers en acier;Stahldampfer;;;;;;;;;;;x
steelworks;Steelworks;;;;;;;;;;;;;x
steelworks_desc;A refinery capable of mass-producing quality steel is one of the most expensive and important abilities for a nation seeking to truly industrialize.;;;;;;;;;;;;;x
stiff_plastic_brickmaking_machine;Stiff-Plastic Brickmaking Machine;;;;;;;;;;;;;x
stiff_plastic_brickmaking_machine_desc;In the machines used in the stiff-plastic process the previously powdered and screened clay is mixed into a stiff-plastic, granular material, which is afterwards compressed into a stiff paste. The mixing may be made in a trough-mixer or in a pug-mill. The shaping of bricks by the stiff-plastic process take places in two parts: the clot or roughly shaped brick which is made by mechanically forcing the stiff paste into a mould and the brick which is made by pressing the clot.;;;;;;;;;;;;;x
stock_exchange;Stock Exchange;;;;;;;;;;;;;x
stock_exchange_desc;Stock exchanges provide a market for the brokerage and trade of stocks and securities. They generally offer a wide range of different financial securities.;;;;;;;;;;;;;x
stock_exchanges;Stock Exchanges;;;;;;;;;;;;;x
stock_exchanges_desc;The issuing of stocks as proof of ownership in companies has led to an entire industry based on the speculation of these companies’ worth.;;;;;;;;;;;;;x
strategic_destruction_doctrine;Strategic Destruction Doctrine;Doctrine de destruction stratégique;Strategische Vernichtungsdoktrin;;;;;;;;;;;x
strategic_destruction_doctrine_desc;Strategic destruction called for airpower to focus on the bombing of enemy cities and factories, in order to not only destroy the enemy’s ability to produce the weaponry of war, but also to break the will of the enemy populace, thus leading to increased pressure on the enemy government to surrender.;;Die strategische Vernichtungsdoktrin forderte die Fokussierung der Luftwaffe auf die Bombardierung feindlicher Städte und Fabriken, um nicht nur die feindliche Produktionsfähigkeit von Kriegswaffen zu zerstören, sondern auch um den Willen der feindlichen Bevölkerung zu brechen. Das Ziel dieser Doktrin war, steigenden Druck auf die feindliche Regierung auszuüben und deren Kapitulation zu erzwingen.;;;;;;;;;;;x
strategic_mobility;Strategic Mobility;Mobilité stratégique;Strategische Mobilität;;;;;;;;;;;x
strategic_mobility_desc;Strategic Mobility;Mobilité stratégique;Strategische Mobilität;;;;;;;;;;;x
strip_mining_invention;Strip Mining;;;;;;;;;;;;;x
strip_mining_invention_desc;Strip mining is the practice of mining a seam of mineral, by first removing a long strip of overlying soil and rock. It is most commonly used to mine coal and lignite. Strip mining is only practical when the ore body to be excavated is relatively near the surface. This type of mining uses some of the largest machines on earth, including bucket-wheel excavators which can move as much as 12,000 cubic meters of earth per hour.;;;;;;;;;;;;;x
submarines;Submarines;Sous-marins;U-Boote;;;;;;;;;;;x
submarines_desc;Submarines are small boats equipped with torpedoes and a gun. They are submergible, but to attack they still have to go to the surface.;Les sous-marins sont de petits bâtiments équipés de torpilles et d'un canon. Ils sont submersibles, mais doivent faire surface pour attaquer.;U-Boote sind mit Torpedos und einem Geschütz ausgerüstete Kleinschiffe. Sie können abtauchen, müssen zum Abgriff aber auftauchen.;;;;;;;;;;;x
substitute_materials;Substitute Materials;;;;;;;;;;;;;x
substitute_materials_desc;Description goes here.;;;;;;;;;;;;;x
sugar_refineries;Sugar Refineries;;;;;;;;;;;;;x
sugar_refineries_desc;The refining of raw sugar has become a large industry, and we now possess the means to build refineries that can produce it.;;;;;;;;;;;;;x
sunday_schools;Sunday Schools;;;;;;;;;;;;;x
sunday_schools_desc;The involvement of religious institutions in education, in particular the weekly ‘Sunday School’ employed by some churches to educate children on religious matters, has increased the country’s early education efficiency.;;;;;;;;;;;;;x
superior_crew_thesis;Superior Crew Thesis;Thèse de la supériorité de l'équipage;Überlegene Besatzungsthese;;;;;;;;;;;x
superior_crew_thesis_desc;This was grounded in naval variants of Clausewitzian theory and it was later combined with elements written by Corbett. The basic idea was that the organization and training of the crew would break the back of the enemy and defeat her.;Fondée sur la version navale des théories de Clausewitz, elle intégra ensuite des éléments tirés des écrits de Corbett. L'idée était que l'organisation et l'entraînement de l'équipage briseraient l'ennemi et entraîneraient sa défaite.;Diese These begründete sich auf Marinevarianten der clausewitzschen Theorie und wurde später mit von Corbett geschriebenen Elementen kombiniert. Die grundlegende Idee war, dass die Organisation und Ausbildung der Besatzung den Feind brechen und in die Knie zwingen würde.;;;;;;;;;;;x
superior_firepower_doctrine;Superior Firepower Doctrine;;;;;;;;;;;;;x
superior_firepower_doctrine_desc;As our weapons continue to advance in strength and the ability to inflict damage, so too must our ability to take those changes into account. We must develop new doctrines of warfare to compensate not only for our superior firepower, but for that of other nations.;;;;;;;;;;;;;x
superior_mobility_doctrine;Superior Mobility Doctrine;;;;;;;;;;;;;x
superior_mobility_doctrine_desc;No longer are armies reliant on horses to provide greater mobility. The invention of tanks and motorized infantry means an army’s ability to outflank the enemy has greatly increased. Warfare is about to be changed forever.;;;;;;;;;;;;;x
surrealism;Surrealism;Surréalisme;Surrealismus;;;;;;;;;;;x
surrealism_desc;Evolving from the iconoclasm of the Dada movement, Surrealism sought via its works to engage the public into a voyage of discovery of the inner workings of the mind, where they felt true reality lay in a world increasingly corrupted by incessant materialism and the horrors of modern warfare. Though the term was coined by Andre Breton, its most famous proponent within the world of painting would be the flamboyant Salvador Dali;;Der Surrealismus entwickelte sich aus dem Bildersturm der Dada-Bewegung, und versuchte, die Öffentlichkeit zu einer Entdeckungsreise ins Innerste des Geistes zu ermuntern. Dort, so meinten die Surrealisten, läge die wahre Realität einer Welt, die zunehmend von unablässigem Materialismus und den Schrecken der modernen Kriegsführung korrumpiert werde. Obwohl der Ausdruck Surrealismus von Andre Breton geprägt wurde, war sein berühmtester Vertreter der extravagante Maler Salvador Dali.;;;;;;;;;;;x
sustainable_business_practices;Sustainable Business Practices;;;;;;;;;;;;;x
sustainable_business_practices_desc;Description goes here.;;;;;;;;;;;;;x
switch_to_early_russian_tech;Orthodoxy, Autocracy and Nationality!;;;;;;;;;;;;;x
switch_to_early_russian_tech_desc;Orthodoxy, Autocracy and Nationality, also known as Official Nationality, was the dominant ideological doctrine of Russian emperor Nicholas I. ‘The Triad’ of Official Nationality was originally proposed by Minister of Education Sergey Uvarov in his April 2, 1833 circular letter to subordinate educators. It was soon embraced by Nicholas and his establishment and gained wide public recognition, vocally supported by intellectuals like Mikhail Pogodin, Fyodor Tyutchev and Nikolay Gogol. Critics of the policy saw this principle as a call for Russification. Yet the very fact of its existence, being Russia’s first state-wide political ideology since the sixteenth century, indicated the nation’s brewing transition to modernity.;;;;;;;;;;;;;x
switch_to_early_russian_tech_setup;Orthodoxy, Autocracy and Nationality!;;;;;;;;;;;;;x
switch_to_early_russian_tech_short;Orthodoxy, Autocracy and Nationality!;;;;;;;;;;;;;x
switch_to_early_russian_tech_title;Orthodoxy, Autocracy and Nationality!;;;;;;;;;;;;;x
switch_to_japanese_tech_school_desc;$COUNTRY$’s militaristic attitude intensified as government leaders recognized the need to ensure the defence of the country against Russia and other Western powers. Observing the advanced technological achievements and superior military and naval power of the West, $COUNTRY$ had fears of being invaded by a Western country such as Russia. Also, with China being so weak militarily and economically in the late 19th century, $COUNTRY_ADJ$ leaders feared the rivalries of the Western powers could bring China to collapse, which would have profound implications on the security of $COUNTRY$. A prominent $COUNTRY_ADJ$ officer recommended that $COUNTRY$ not only protect its line of sovereignty but also strive toward its line of advantage, which meant that $COUNTRY$ should extend its influence and control beyond its national borders in order to ensure its security. He advocates expansionism more for security reasons rather than for conquest as an end in itself or for other reasons.;;;;;;;;;;;;;x
switch_to_japanese_tech_school_title;Adopt the Shukensen-Riekisen Doctrine;;;;;;;;;;;;;x
switch_to_navy_tech_title;Sea Power & The Merchant Marine;;;;;;;;;;;;;x
switch_to_russian_intelligentsia;Russian Intelligentsia;;;;;;;;;;;;;x
