;red;green;blue;x;x
2519;65;65;112;Maymana;x
2520;217;140;218;Taveuni;x
2521;112;240;224;Saipan;x
2522;128;128;17;Marshall Islands;x
2523;192;65;240;Nauru;x
2524;239;208;192;Kirikiriroa;x
2525;239;80;192;Marcus;x
2526;87;200;76;Palmyra;x
2527;128;192;17;Gilbert Islands;x
2528;113;144;64;Port Moresby;x
2529;144;64;144;Kerema;x
2530;16;64;144;Lae;x
2531;87;121;177;Madang;x
2532;192;65;81;Forte Sao Joaquim;x
2533;49;97;160;Neumarkt;x
2534;208;64;144;Solomon Islands;x
2535;80;64;144;New Hebrides;x
2536;208;192;16;Santa Cruz Islands;x
2537;16;192;144;Birara;x
2538;17;224;33;Neusatz;x
2539;80;192;16;Bougainville;x
2540;32;128;48;Tonga;x
2541;128;128;144;Ellice Islands;x
2542;188;76;110;Wallis and Futuna;x
2543;192;0;16;Apia;x
2544;245;217;121;Pago Pago;x
2545;241;219;243;Rarotonga;x
2546;153;130;147;Tongareva;x
2547;167;248;161;Tokelau;x
2548;66;113;20;Igdir;x
2549;65;192;208;Tarauaca;x
2550;33;64;144;Forte do Principe;x
2551;1;42;176;Marquesas;x
2552;179;68;102;Pitcairn;x
2553;1;129;176;Tuamotus;x
2554;205;159;230;Misiones;x
2555;128;32;128;Augusta;x
2556;128;112;64;Asheville;x
2557;0;64;223;Esbjerg;x
2558;112;64;208;Emthanjeni;x
2559;240;17;33;Suhaj;x
2560;17;65;160;Darmstadt;x
2561;208;128;33;Siegburg;x
2562;154;80;102;Taitung;x
2563;118;115;79;Safi;x
2564;177;165;165;Salima;x
2565;210;202;74;Cebu;x
2566;217;148;14;Agartala;x
2567;14;139;204;Gaeta;x
2568;17;192;224;Lugano;x
2569;245;246;194;Nikšiç;x
2570;196;198;26;Beauvais;x
2571;144;128;240;Tauranga;x
2572;214;169;216;Nan;x
2573;112;176;192;Mboul;x
2574;171;222;170;Mochudi;x
2575;170;34;135;Ipoh;x
2576;1;192;48;Natuna;x
2577;161;47;130;Tasliça;x
2578;0;112;53;Tacna;x
2579;113;65;77;Truk;x
2580;233;198;113;Novaya Ladoga;x
2581;160;97;175;Chiconono;x
2582;144;160;224;Cattaro;x
2583;140;98;146;Cetinje;x
2584;144;97;224;Bielitz;x
2585;177;3;22;Al Jawf;x
2586;9;6;150;Rub’al Khali;x
2587;51;9;23;Kola;x
2588;93;12;151;Onega;x
2589;135;15;24;Tsushima;x
2590;177;18;152;Ceuta;x
2591;51;24;153;Trankebar;x
2592;93;27;26;Fort Chimo;x
2593;135;30;154;Rupert House;x
2594;177;33;27;Rat Portage House;x
2595;9;36;155;Frobisher Bay;x
2596;93;42;156;Baker Lake;x
2597;135;45;29;Isla de Pinos;x
2598;177;48;157;Queen Charlotte Islands;x
2599;51;54;158;Vostochnaya;x
2600;93;57;31;Altamira;x
2601;46;66;133;Wilkinkarra;x
2602;88;69;6;Roebourne;x
2603;130;72;134;Chanamee;x
2604;172;75;77;Normanton;x
2605;174;45;172;Ngaanyatjarraku;x
2606;46;81;8;Balkhash;x
2607;88;84;136;Taklamakan;x
2608;130;87;9;Khatgal;x
2609;48;171;193;Araouane;x
2610;90;174;66;Uralsk;x
2611;132;177;194;Turgay;x
2612;174;180;67;Aktash;x
2613;6;183;195;Nadym;x
2614;48;186;68;Shadrinsk;x
2615;132;192;69;Krasnoselkup;x
2616;174;195;197;Tilichiki;x
2617;6;198;70;Saghalian Oula;x
2618;48;201;198;Talaya;x
2619;90;204;71;Aykhal;x
2620;132;207;199;Susuman;x
2621;174;210;72;Srednekolymsk;x
2622;126;159;4;Bar;x
2623;233;177;121;Midway Islands;x
2624;42;48;8;Loango;x
2625;84;51;136;Battle Harbour;x
2626;126;54;9;South River House;x
2627;64;96;64;Coudersport;x
2628;168;57;137;Quetzaltenango;x
2629;0;60;10;Clipperton Island;x
2630;42;63;138;Perrito de las Praderas;x
2631;84;66;11;Apachería;x
2632;126;69;139;Kwangchowan;x
2633;168;72;12;Ossora;x
2634;0;75;140;Beringovsky;x
2635;42;78;13;Kariba;x
2636;84;81;141;Julianehåb;x
2637;126;84;14;Ketapang;x
2638;168;87;142;Zabol;x
2639;0;90;15;Qurayyat;x
2640;42;93;143;Gwadar;x
2641;84;96;16;Ayan;x
2642;126;99;144;Ust Nera;x
2643;168;102;17;Hajjiabad;x
2644;0;105;145;Olyekminsk;x
2645;42;108;18;Bodaybo;x
2646;42;153;153;Surgut;x
2647;126;114;19;Lifau;x
2648;168;117;147;Yakutsk;x
2649;0;120;20;Zhigansk;x
2650;42;123;148;Nyurba;x
2651;84;126;21;Mirny;x
2652;126;129;149;Kular;x
2653;168;132;22;Saskylah;x
2654;0;135;150;Khatanga;x
2655;42;138;23;Tura;x
2656;84;141;151;Baikit;x
2657;126;144;24;Dudinka;x
2658;168;147;152;Kurgan;x
2659;0;150;25;Khalmer-Sede;x
2660;42;153;3;Seymchan;x
2661;6;0;200;Belebino;x
2662;84;156;131;Chiricahua;x
2663;168;162;32;Kamenskoye;x
2664;0;165;5;Khasab;x
2665;42;168;133;Sambas;x
2666;84;171;6;Pevek;x
2667;126;174;134;Batagay;x
2668;168;177;7;Verkhoyansk;x
2669;0;180;135;Sünders;x
2670;42;183;8;Verkhneudinsk;x
2671;84;186;136;Barguzin;x
2672;126;189;9;Pokrovsk;x
2673;168;192;137;Olenyok;x
2674;0;195;10;Abakan;x
2675;42;198;138;Erbogachen;x
2676;84;201;11;Kirensk;x
2677;126;204;139;Ilimsk;x
2678;168;207;12;Bulgan;x
2679;0;210;140;Khovd;x
2680;84;33;146;Volochanka;x
2681;126;36;19;Taipei;x
2682;168;39;147;Obdorsk;x
2683;0;42;20;Narym;x
2684;42;45;148;Yar Sale;x
2685;84;48;21;Verkhoturye;x
2686;126;51;149;Krivoshchekovskaya;x
2687;168;54;22;Amderma;x
2688;126;75;224;Inta;x
2689;168;78;97;Mulda;x
2690;0;81;225;Hasköy;x
2691;42;84;98;Minusk;x
2692;84;87;226;Kostino;x
2693;168;93;227;Essey;x
2694;0;96;0;Vanavara;x
2695;42;99;128;Mukhtuya;x
2696;84;102;1;Aldan;x
2697;52;105;128;Jingkiri;x
2698;42;3;78;Kuznetsk;x
2699;133;33;4;Izhma;x
2700;10;120;195;Usogorsk;x
2701;94;15;21;Kansk;x
2702;4;78;135;Alty-Kuduk;x
2703;1;200;200;Vänern;x
2704;2;200;250;Vättern;x
2705;3;220;250;Gulf of Bothnia;x
2706;4;250;250;Llands Hav;x
2707;5;200;200;Gulf of Finland;x
2708;6;200;250;Western Baltic Sea;x
2709;7;220;250;Gulf of Riga;x
2710;8;250;250;Southern Baltic Sea;x
2711;9;200;200;Kattegat;x
2712;10;200;250;Skagerrak;x
2713;11;220;250;Peipsi Järv;x
2714;12;250;250;Ladoga;x
2715;13;200;200;Onega;x
2716;14;200;250;White Sea;x
2717;15;220;250;Lofoten Sea;x
2718;16;250;250;Northern Norwegian Sea;x
2719;17;200;200;Southern Norwegian Sea;x
2720;18;200;250;German Bight;x
2721;19;220;250;Heligoland Bight;x
2722;20;250;250;Coast of Holland;x
2723;21;200;200;Dogger Bank;x
2724;22;200;250;Straits of Dover;x
2725;23;220;250;The Channel;x
2726;24;250;250;Lands End;x
2727;25;200;200;Coast of Britanny;x
2728;26;200;250;Quiberon Bay;x
2729;27;220;250;Cote D’Argent;x
2730;28;250;250;Bay of Biscay;x
2731;29;200;200;Cantabrian Sea;x
2732;30;200;250;Tyne;x
2733;31;220;250;Firth of Forth;x
2734;32;250;250;The North Sea;x
2735;33;200;200;Moray Firth;x
2736;34;200;250;North Channel;x
2737;35;220;250;Irish Sea;x
2738;36;250;250;St. George’s Channel;x
2739;37;200;200;Donegal Bay;x
2740;38;200;250;Dingle Bay;x
2741;39;220;250;Celtic Sea;x
2742;40;250;250;Western Approaches;x
2743;41;200;200;Finisterre Bay;x
2744;42;200;250;Lusitanian Sea;x
2745;43;220;250;Gulf of Cadiz;x
2746;44;250;250;Straits of Gibraltar;x
2747;45;200;200;Gulf of Almeira;x
2748;46;200;250;Gulf of Valencia;x
2749;47;220;250;Gulf of Lion;x
2750;48;250;250;Cote D’Azur;x
2751;49;200;200;Ligurian Sea;x
2752;50;200;250;Gulf of Mallocra;x
2753;51;220;250;Western Mediterranean;x
2754;52;250;250;Barbary Coast;x
2755;53;200;200;Cape Bon;x
2756;54;200;250;Tyrrenean Sea;x
2757;55;220;250;Bay of Naples;x
2758;56;250;250;Gulf of Gabes;x
2759;57;200;200;Malta Channel;x
2760;58;200;250;Straits of Messina;x
2761;59;220;250;Gulf of Venice;x
2762;60;250;250;Adriatic Sea;x
2763;61;200;200;Straits of Otranto;x
2764;62;200;250;Gulf of Taranto;x
2765;63;220;250;Ionian Sea;x
2766;64;250;250;Gulf of Sirte;x
2767;65;200;200;Gulf of Tobruk;x
2768;66;200;250;Bay of Alexandria;x
2769;67;220;250;Palestinian Coast;x
2770;68;250;250;Gulf of Cyprus;x
2771;69;200;200;Sea of Crete;x
2772;70;200;250;Aegean Sea;x
2773;71;220;250;Sea of Marmara;x
2774;72;250;250;Gulf of Varna;x
2775;73;200;200;Gulf of Odessa;x
2776;74;200;250;Sea of Azov;x
2777;75;220;250;Eastern Black Sea;x
2778;76;250;250;Lake Balaton;x
2779;77;200;200;Caspian Sea;x
2780;78;200;250;Aral Sea;x
2781;79;220;250;Gulf of Suez;x
2782;80;250;250;Red Sea;x
2783;81;200;200;Straits of Obokk;x
2784;82;200;250;Bal el Mandeb;x
2785;83;220;250;Coast of Mascate;x
2786;84;250;250;Gulf of Oman;x
2787;85;200;200;Hormuz Strait;x
2788;86;200;250;Persian Gulf;x
2789;87;220;250;Gulf of Indus;x
2790;88;250;250;Gulf of Gujarat;x
2791;89;200;200;Laquedive Islands;x
2792;90;200;250;Coast of Malabar;x
2793;91;220;250;Comorin Cape;x
2794;92;250;250;Coast of Caramandel;x
2795;93;200;200;Coast of Orissa;x
2796;94;200;250;Ganges Delta;x
2797;95;220;250;Akyab Bay;x
2798;96;250;250;Irrawady Delta;x
2799;97;200;200;Andaman Sea;x
2800;98;200;250;Mergui Archipelago;x
2801;99;220;250;Straits of Malacca;x
2802;100;250;250;Coast of Atjeh;x
2803;101;200;200;Billiton Strait;x
2804;102;200;250;Coast of Sumatra;x
2805;103;220;250;Sunda Strait;x
2806;104;250;250;Coast of Java;x
2807;105;200;200;Coast of Surabaya;x
2808;106;200;250;Straits of Lombok;x
2809;107;220;250;Timor Sea;x
2810;108;250;250;The Moluccas;x
2811;109;200;200;Java Sea;x
2812;110;200;250;Straits of Makassar;x
2813;111;220;250;Karimata Strait;x
2814;112;250;250;Straits of Johore;x
2815;113;200;200;Malayan Sea;x
2816;114;200;250;Coast of Sarawk;x
2817;115;220;250;Mekong Delta;x
2818;116;250;250;Gulf of Siam;x
2819;117;200;200;Cam Rah Bay;x
2820;118;200;250;South China Sea;x
2821;119;220;250;Coast of Brunei;x
2822;120;250;250;Coast of Annam;x
2823;121;200;200;Gulf of Tonkin;x
2824;122;200;250;Guanghou Bay;x
2825;123;220;250;Taiwan Strait;x
2826;124;250;250;Yang Tse Delta;x
2827;125;200;200;Yellow Sea;x
2828;126;200;250;Korea Bay;x
2829;127;220;250;South Korean Sea;x
2830;0;251;251;East Sea;x
2831;1;201;201;Soya Strait;x
2832;2;201;251;Tatar Straits;x
2833;3;221;251;Amur Delta;x
2834;4;251;251;Baj of Ayan;x
2835;5;201;201;Bay of Komenskoie;x
2836;6;201;251;Coast of Kamchatka;x
2837;7;221;251;Sea of Okhotsk;x
2838;8;251;251;Coast of Sakhalin;x
2839;9;201;201;Gulf of Patience;x
2840;10;201;251;Tsugaru Strait;x
2841;11;221;251;Sea of Japan;x
2842;12;251;251;Amakusa Sea;x
2843;13;201;201;Seto Inland Sea;x
2844;14;201;251;Tokai Sea;x
2845;15;221;251;Ryukyu Islands;x
2846;16;251;251;Luzon Strait;x
2847;17;201;201;Paracel Islands;x
2848;18;201;251;Manila Bay;x
2849;19;221;251;Coast of Luzon;x
2850;20;251;251;Gulf of Leyte;x
2851;21;201;201;Sulu Sea;x
2852;22;201;251;Sea of Celebes;x
2853;23;221;251;Sea of Ternete;x
2854;24;251;251;Sea of Banda;x
2855;25;201;201;Philipine Sea;x
2856;26;201;251;Palau Islands;x
2857;27;221;251;Biak Bay;x
2858;28;251;251;Vilian Strait;x
2859;29;201;201;Trobrian Islands;x
2860;30;201;251;Torres Strait;x
2861;31;221;251;Arafuam Sea;x
2862;32;251;251;Kolepom Bay;x
2863;33;201;201;Gulf of Carpentaria;x
2864;34;201;251;Great Barrier Reef;x
2865;35;221;251;Capricorn Bay;x
2866;36;251;251;Cape Howe;x
2867;37;201;201;Bass Strait;x
2868;38;201;251;Kangaroo Island;x
2869;39;221;251;Great Australian Bight;x
2870;40;251;251;Cape Leuwiin;x
2871;41;201;201;Shark Bay;x
2872;42;201;251;Northwest Cape;x
2873;43;221;251;King Sound;x
2874;44;251;251;Tasman Sea;x
2875;45;201;201;Southern Tasman Sea;x
2876;46;201;251;Cook Strait;x
2877;47;221;251;Northern Tasman Sea;x
2878;48;251;251;Cape Farwell;x
2879;49;201;201;Coast of New Zealand;x
2880;50;201;251;Cantebury Bight;x
2881;51;221;251;Sea of Antarctica;x
2882;52;251;251;New Caledonian Sea;x
2883;53;201;201;Coral Sea;x
2884;54;201;251;Gilbert Sea;x
2885;55;221;251;Solomon Sea;x
2886;56;251;251;Nauru Island;x
2887;57;201;201;Melanesia Sea;x
2888;58;201;251;Micronesia Sea;x
2889;59;221;251;Philippine Trench;x
2890;60;251;251;Philippine Basin;x
2891;61;201;201;Tinian Sea;x
2892;62;201;251;Iwo Jima Sea;x
2893;63;221;251;Taihei Ocean;x
2894;64;251;251;The Kuriles;x
2895;65;201;201;Bay of Uka;x
2896;66;201;251;Bay of Oljut;x
2897;67;221;251;Bay of Anadyr;x
2898;68;251;251;Yekaterina Plains;x
2899;69;201;201;Horn of Africa;x
2900;70;201;251;Coast of Pepper;x
2901;71;221;251;Zanzibar Strait;x
2902;72;251;251;Mozambique Channel;x
2903;73;201;201;Diego Suarez Bay;x
2904;74;201;251;Western Arabian Sea;x
2905;75;221;251;Eastern Arabian Sea;x
2906;76;251;251;The Seychelles;x
2907;77;201;201;Coast of Tamatave;x
2908;78;201;251;The Mascareignes;x
2909;79;221;251;Gulf of Zambeze;x
2910;80;251;251;Coast of Natal;x
2911;81;201;201;Coast of Transkei;x
2912;82;201;251;Coast of Ciskei;x
2913;83;221;251;Cape of Good Hope;x
2914;84;251;251;Coast of Namibia;x
2915;85;201;201;Walvis Bay;x
2916;86;201;251;Coast of Angola;x
2917;87;221;251;Coast of Kongo;x
2918;88;251;251;Bight of Benin;x
2919;89;201;201;Gold Coast;x
2920;90;201;251;Ivory Coast;x
2921;91;221;251;Coast of Guinea;x
2922;92;251;251;Coast of Senegambia;x
2923;93;201;201;Maueretanian Coast;x
2924;94;201;251;Canarian Sea;x
2925;95;221;251;Coast of Morocco;x
2926;96;251;251;Norwegian Sea;x
2927;97;201;201;Jan Mayen Sea;x
2928;98;201;251;Icelandic Sea;x
2929;99;221;251;North Atlantic;x
2930;100;251;251;Coast of Iceland;x
2931;101;201;201;Northeastern Atlantic;x
2932;102;201;251;Rockall;x
2933;103;221;251;Denmark Strait;x
2934;104;251;251;Eastern Coast of Greenland;x
2935;105;201;201;Western Coast of Greenland;x
2936;106;201;251;Labrador Strait;x
2937;107;221;251;Baffin Bay;x
2938;108;251;251;Hudson Straits;x
2939;109;201;201;James Bay;x
2940;110;201;251;Western Hudson Bay;x
2941;111;221;251;Eastern Hudson Bay;x
2942;112;251;251;Foxe Bassin;x
2943;113;201;201;Gulf of St. Lawrence;x
2944;114;201;251;Cabot Strait;x
2945;115;221;251;Bay of Fundy;x
2946;116;251;251;Strait of Belle Isle;x
2947;117;201;201;Fortune Bay;x
2948;118;201;251;Notre Dame Bay;x
2949;119;221;251;Labrador Sea;x
2950;120;251;251;Greenland Sea;x
2951;121;201;201;Hecala Seamount;x
2952;122;201;251;Masschusetts Bay;x
2953;123;221;251;New York Bight;x
2954;124;251;251;Chesapeake Bay;x
2955;125;201;201;Coast of Carolina;x
2956;126;201;251;Coast of Florida;x
2957;127;221;251;Coast of the Bahamas;x
2958;0;252;252;Florida Straits;x
2959;1;202;202;Apalachee Bay;x
2960;2;202;252;Mobile Bay;x
2961;3;222;252;Galveston Bay;x
2962;4;252;252;Tampico Bay;x
2963;5;202;202;Yucatan Sea;x
2964;6;202;252;Gulf of Mexico;x
2965;7;222;252;Yucatan Channel;x
2966;8;252;252;Belize Bay;x
2967;9;202;202;Moscitos Coast;x
2968;10;202;252;Gulf of Darien;x
2969;11;222;252;Jamaica Channel;x
2970;12;252;252;Central Carribean;x
2971;13;202;202;Northwestern Carribean;x
2972;14;202;252;Venezualan Gulf;x
2973;15;222;252;Venezuelan Sea;x
2974;16;252;252;Eastern Carribean;x
2975;17;202;202;Windward Islands;x
2976;18;202;252;Lesser Antilles;x
2977;19;222;252;Turks & Caicos Sea;x
2978;20;252;252;Coast of Cuba;x
2979;21;202;202;Coast of Hispaniola;x
2980;22;202;252;Guyana Coast;x
2981;23;222;252;Coast of Amapa;x
2982;24;252;252;Amazonas Gulf;x
2983;25;202;202;Coast of Brazil;x
2984;26;202;252;Coast of Recife;x
2985;27;222;252;Coast of Pernambuc;x
2986;28;252;252;Todos Santos Bay;x
2987;29;202;202;Rio De Janeiro;x
2988;30;202;252;Baia Parangua;x
2989;31;222;252;Rio De La Plata;x
2990;32;252;252;Bahia Blanca;x
2991;33;202;202;Coast of Patagonia;x
2992;34;202;252;Magellan Strait;x
2993;35;222;252;South Chilean Coast;x
2994;36;252;252;Coast of Chile;x
2995;37;202;202;Atacama Coast;x
2996;38;202;252;Antofagasta Coast;x
2997;39;222;252;Arequipa Bay;x
2998;40;252;252;Coast of Peru;x
2999;41;202;202;Guayaguil Bay;x
3000;42;202;252;Coast of Ecuador;x
3001;43;222;252;Gulf of Panama;x
3002;44;252;252;Bay of Costa Rica;x
3003;45;202;202;Acapulco Bay;x
3004;46;202;252;Manzazilla Bay;x
3005;47;222;252;Mazatlan Bay;x
3006;48;252;252;Gulf of California;x
3007;49;202;202;Coast of Baja;x
3008;50;202;252;Coast of California;x
3009;51;222;252;Santa Catalina Islands;x
3010;52;252;252;Coast of Oregon;x
3011;53;202;202;Coast of Columbia;x
3012;54;202;252;Hecate Strait;x
3013;55;222;252;Gulf of Alaska;x
3014;56;252;252;Coast of Alaska;x
3015;57;202;202;Kuskowim Bay;x
3016;58;202;252;Hatton Bank;x
3017;59;222;252;Eastern Gibbs Fracture;x
3018;60;252;252;Western Gibbs Fracture;x
3019;61;202;202;Iberian Shelf;x
3020;62;202;252;Sea of Azores;x
3021;63;222;252;Corner Seamounts;x
3022;64;252;252;New England Seamounts;x
3023;65;202;202;Sable Island Bank;x
3024;66;202;252;Blake Plataeu;x
3025;67;222;252;West Bermuda Sea;x
3026;68;252;252;East Bermuda Sea;x
3027;69;202;202;Canary Current;x
3028;70;202;252;Northern Guiana Basin;x
3029;71;222;252;Guiana Basin;x
3030;72;252;252;Southern Guiana Basin;x
3031;73;202;202;Canary Approach;x
3032;74;202;252;Cap Verde Approach;x
3033;75;222;252;Cruiser Tablemount;x
3034;76;252;252;Barracuda Fracture Zone;x
3035;77;202;202;Eastern Sargasso Sea;x
3036;78;202;252;Central Sargasso Sea;x
3037;79;222;252;Romanche Gap;x
3038;80;252;252;East Coast of Saint Helena;x
3039;81;202;202;Gulf of Guinea;x
3040;82;202;252;Coast of Falklands;x
3041;83;222;252;Argentine Rise;x
3042;84;252;252;Cornet Bank;x
3043;85;202;202;Vema Channel;x
3044;86;202;252;South Brazil Basin;x
3045;87;222;252;Zapiola Plain;x
3046;88;252;252;Argentine Basin;x
3047;89;202;202;Falkland Plateau;x
3048;90;202;252;East of Magellans;x
3049;91;222;252;Fernando de Noronha Islands;x
3050;92;252;252;North Brazil Basin;x
3051;93;202;202;Sierra Leone Basin;x
3052;94;202;252;Martin Vaz Ridge;x
3053;95;222;252;West Coast of Ascension;x
3054;96;252;252;East Coast of Ascension;x
3055;97;202;202;Walvis Ridge;x
3056;98;202;252;Cape Plain;x
3057;99;222;252;Gough Island;x
3058;100;252;252;Coast of Tristan da Cunha;x
3059;101;202;202;San Marin Gap;x
3060;102;202;252;South Sandwich Islands;x
3061;103;222;252;Inaccesable Island;x
3062;104;252;252;Bouvet Island;x
3063;105;202;202;Cape of Storms;x
3064;106;202;252;Gulf of Bengal;x
3065;107;222;252;Northen Bay of Bengal;x
3066;108;252;252;Southern Bay of Bengal;x
3067;109;202;202;Ceylon Sea;x
3068;110;202;252;Coast of Maldives;x
3069;111;222;252;Eight Degree Channel;x
3070;112;252;252;Madingley Rise;x
3071;113;202;202;Arabian Basin;x
3072;114;202;252;One And Half Degree Channel;x
3073;115;222;252;Chagos Archipelago;x
3074;116;252;252;Cocos Basin;x
3075;117;202;202;Southern Sumatra Trench;x
3076;118;202;252;Coast of the Keelings;x
3077;119;222;252;Java Trench;x
3078;120;252;252;Prince Edward Islands;x
3079;121;202;202;Del Cano Rise;x
3080;122;202;252;Cape Sainte Marie;x
3081;123;222;252;Crozet Island;x
3082;124;252;252;Mascarene Plain;x
3083;125;202;202;Rodrigues Island;x
3084;126;202;252;Southwest Indian Basin;x
3085;127;222;252;Kerguelen Islands;x
3086;0;253;253;St Paul Island;x
3087;1;203;203;Broken Ridge;x
3088;2;203;253;South Australian Basin;x
3089;3;223;253;Egeria Fracture Zone;x
3090;4;253;253;Argo Zone;x
3091;5;203;203;Cuvier Basin;x
3092;6;203;253;Wallaby Plateau;x
3093;7;223;253;Ninety East Ridge;x
3094;8;253;253;Roa Rise;x
3095;9;203;203;Venig-Meisenz Seamounts;x
3096;10;203;253;Wharton Basin;x
3097;11;223;253;Northern Cocos Plateau;x
3098;12;253;253;Southern Cocos Plateau;x
3099;13;203;203;Amsterdam Island;x
3100;14;203;253;Marie-Celeste Fracture Zone;x
3101;15;223;253;Lake Chad;x
3102;16;253;253;Ukerewe;x
3103;17;203;203;Lake Tangayika;x
3104;18;203;253;Lake Nyasa;x
3105;19;223;253;Gulden-Drake Seamount;x
3106;20;253;253;Lake Balkhash;x
3107;21;203;203;Lake Baikal;x
3108;22;203;253;Lake Dongting;x
3109;23;223;253;Lake Titicaca;x
3110;24;253;253;Lake Nicaragua;x
3111;25;203;203;Sedna Basin;x
3112;26;203;253;Lake Ontario;x
3113;27;223;253;Lake Erie;x
3114;28;253;253;Lake Huron;x
3115;29;203;203;Lake Michigan;x
3116;30;203;253;Lake Superior;x
3117;31;223;253;Lake Nipigon;x
3118;32;253;253;Lake Winnipeg;x
3119;33;203;203;Korskiyev Gulch;x
3120;34;203;253;Orsova Bank;x
3121;35;223;253;Novarsk Plain;x
3122;36;253;253;Sorvskiya Plains;x
3123;37;203;203;Yamara Gulch;x
3124;38;203;253;Northwest Pacific Basin;x
3125;39;223;253;Sevrance Shoals;x
3126;40;253;253;Coast of Minami;x
3127;41;203;203;Coast of the Mariana Islands;x
3128;42;203;253;Maysdale Flats;x
3129;43;223;253;Izamo Drop;x
3130;44;253;253;North Bering Sea;x
3131;45;203;203;South Bering Sea;x
3132;46;203;253;Western Aleutian Islands;x
3133;47;223;253;Pribilof Islands;x
3134;48;253;253;Eastern Aleutian Islands;x
3135;49;203;203;Uminak Pass;x
3136;50;203;253;Western Aleutian Sea;x
3137;51;223;253;Baker Seamount;x
3138;52;253;253;Alaska Plain;x
3139;53;203;203;Eastern Aleutian Sea;x
3140;54;203;253;Explorer Trench;x
3141;55;223;253;Moonless Seamounts;x
3142;56;253;253;Chinook Basin;x
3143;57;203;203;Ulchi Basin;x
3144;58;203;253;Jingu Basin;x
3145;59;223;253;Chinook Trough;x
3146;60;253;253;Stanley Seamount;x
3147;61;203;203;Mendocino Escarpment;x
3148;62;203;253;California Seamount;x
3149;63;223;253;Murray Fracture Zone;x
3150;64;253;253;Coast of Hawaii;x
3151;65;203;203;Argo Seamount;x
3152;66;203;253;Musicians Seamount;x
3153;67;223;253;Coast of Midway Island;x
3154;68;253;253;Kepler Plain;x
3155;69;203;203;Galois Plain;x
3156;70;203;253;O’Gorman Rise;x
3157;71;223;253;Coast of the Galapagos Islands;x
3158;72;253;253;Lapira Plains;x
3159;73;203;203;Coast of the Cook Islands;x
3160;74;203;253;Clipperton Island;x
3161;75;223;253;Henderson Seamount;x
3162;76;253;253;Madijera Ridge;x
3163;77;203;203;Bauer Basin;x
3164;78;203;253;Northeast Pacific Basin;x
3165;79;223;253;Discoverer Seamount;x
3166;80;253;253;Tasavulu Flats;x
3167;81;203;203;Hawaiian Arch;x
3168;82;203;253;Radford Basin;x
3169;83;223;253;Northern Line Islands;x
3170;84;223;253;Coast of the Society Islands;x
3171;85;203;203;Peru Basin;x
3172;86;203;253;Yupanqui Basin;x
3173;87;223;253;Severance Plains;x
3174;88;253;253;Altamira Plains;x
3175;89;203;203;Southern Line Islands;x
3176;90;203;253;Central Pacific Basin;x
3177;91;223;253;Coast of Samoa;x
3178;92;253;253;Johnston Atoll;x
3179;93;203;203;Coast of Tonga;x
3180;94;203;253;Coast of the Marquesas;x
3181;95;223;253;Resolution Flats;x
3182;96;253;253;Coast of the Tuamotus;x
3183;97;203;203;Titus Ridge;x
3184;98;203;253;Chatham Islands;x
3185;99;223;253;Southwest Pacific Basin;x
3186;100;253;253;Ludovico Gulch;x
3187;101;203;203;Coast of Pitcairn Island;x
3188;102;203;253;Rogeveen Basin;x
3189;103;223;253;Menard Fracture Zone;x
3190;104;203;203;Coast of Easter Island;x
3191;11;224;254;Coast of the Ellice Islands;x
3192;14;224;254;New Caledonia Basin;x
3193;107;223;253;Juan Fernandez Islands;x
3194;108;253;253;Selkirk Rise;x
3195;109;203;203;Karasev Plains;x
3196;110;203;253;Timkin Plain;x
3197;10;254;224;Syrus Reef;x
3198;112;253;253;Humboldt Plains;x
3199;113;203;203;Valdivia Flats;x
3200;114;203;253;Coast of South Georgia;x
3201;115;223;253;Argentine Plain;x
3202;116;203;203;Zapiola Seamount;x
3203;117;203;253;West Coast of Saint Helena;x
3204;118;223;253;Moore Fracture Zone;x
3205;119;253;253;West Demerara Plain;x
3206;120;203;203;East Demerara Plain;x
3207;121;203;253;Cape Verde Basin;x
3208;122;223;253;Nares Plain;x
3209;123;253;253;Bahamas Basin;x
3210;124;203;203;Western Sargasso Sea;x
3211;125;203;253;Bermuda Approaches;x
3212;2;204;254;Ceylon Plain;x
3213;127;203;253;Sunda Trench;x
3214;0;253;254;Northern Sumatra Trench;x
3215;1;254;224;Central Indian Basin;x
3216;13;254;224;Fiji Basin;x
3217;3;204;254;Solace Flats;x
3218;4;224;254;Pisaros Pass;x
3219;12;254;254;Coast of Fiji;x
3220;28;214;224;Coast of Norfolk Island;x
3221;7;254;224;Coast of the Gilbert Islands;x
3222;8;224;254;Mainu Reef;x
3223;9;224;224;Tusei Bank;x
3224;26;254;254;Lake Tana;x
3225;27;214;254;Great Salt Lake;x
3226;15;204;254;South Australian Plain;x
3227;16;204;224;Great Slave Lake;x
3228;17;254;224;Lake Athabasca;x
3229;18;254;204;Reindeer Lake;x
3230;19;204;254;Gulf of Ob;x
3231;20;224;204;Lake Van;x
3232;21;254;204;Lake Urmia;x
3233;22;204;224;Issyk Kul;x
3234;23;224;224;Qinghai Lake;x
3235;24;204;254;Lake Poyang;x
3236;25;224;204;Anam a Cheper;x
3237;29;215;204;Sohm Plain;x
3238;30;204;254;Lake Mweru;x
3239;31;254;204;Lake Champlain;x
3240;32;224;204;Lake Poopo;x
3241;32;204;224;Arctic Ocean;x
